,Dive_Site,Date,Day_of_Week,Time,Event,Current_Speed_(knots),Height (cm),Height (ft),Current_Station_Name,Current_Station_ID,Tide_Station_Name,Tide_Station_ID,Latitude,Longitude,Moon Illuminated
13066,Tacoma Narrows,10/14/24,Monday,19:30:00, ebb,-3.8,,,"THE NARROWS, NORTH",PUG3750,,,47.26533573,-122.5444392,0.86
13067,Tacoma Narrows,10/14/24,Monday,22:11:00,Low,,109,3.59,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.86
13068,Tacoma Narrows,10/14/24,Monday,22:42:00, slack,0,,,"THE NARROWS, NORTH",PUG3751,,,47.26533573,-122.5444392,0.86
13103,Tacoma Narrows,10/15/24,Tuesday,1:12:00, flood,3.6,,,"THE NARROWS, NORTH",PUG3752,,,47.26533573,-122.5444392,0.93
13104,Tacoma Narrows,10/15/24,Tuesday,3:53:00,High,,328,10.75,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.93
13105,Tacoma Narrows,10/15/24,Tuesday,4:00:00, slack,0,,,"THE NARROWS, NORTH",PUG3753,,,47.26533573,-122.5444392,0.93
13106,Tacoma Narrows,10/15/24,Tuesday,7:06:00, ebb,-4.5,,,"THE NARROWS, NORTH",PUG3754,,,47.26533573,-122.5444392,0.93
13107,Tacoma Narrows,10/15/24,Tuesday,9:58:00,Low,,35,1.16,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.93
13108,Tacoma Narrows,10/15/24,Tuesday,10:30:00, slack,0,,,"THE NARROWS, NORTH",PUG3755,,,47.26533573,-122.5444392,0.93
13109,Tacoma Narrows,10/15/24,Tuesday,13:30:00, flood,5.1,,,"THE NARROWS, NORTH",PUG3756,,,47.26533573,-122.5444392,0.93
13110,Tacoma Narrows,10/15/24,Tuesday,16:31:00,High,,399,13.09,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.93
13111,Tacoma Narrows,10/15/24,Tuesday,16:48:00, slack,0,,,"THE NARROWS, NORTH",PUG3757,,,47.26533573,-122.5444392,0.93
13112,Tacoma Narrows,10/15/24,Tuesday,20:12:00, ebb,-4.7,,,"THE NARROWS, NORTH",PUG3758,,,47.26533573,-122.5444392,0.93
13113,Tacoma Narrows,10/15/24,Tuesday,22:47:00,Low,,55,1.79,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.93
13114,Tacoma Narrows,10/15/24,Tuesday,23:24:00, slack,0,,,"THE NARROWS, NORTH",PUG3759,,,47.26533573,-122.5444392,0.93
13150,Tacoma Narrows,10/16/24,Wednesday,2:06:00, flood,4.5,,,"THE NARROWS, NORTH",PUG3760,,,47.26533573,-122.5444392,0.98
13151,Tacoma Narrows,10/16/24,Wednesday,4:54:00,High,,354,11.6,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.98
13152,Tacoma Narrows,10/16/24,Wednesday,5:00:00, slack,0,,,"THE NARROWS, NORTH",PUG3761,,,47.26533573,-122.5444392,0.98
13153,Tacoma Narrows,10/16/24,Wednesday,8:00:00, ebb,-4.4,,,"THE NARROWS, NORTH",PUG3762,,,47.26533573,-122.5444392,0.98
13154,Tacoma Narrows,10/16/24,Wednesday,10:46:00,Low,,62,2.05,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.98
13155,Tacoma Narrows,10/16/24,Wednesday,11:18:00, slack,0,,,"THE NARROWS, NORTH",PUG3763,,,47.26533573,-122.5444392,0.98
13156,Tacoma Narrows,10/16/24,Wednesday,14:12:00, flood,5.2,,,"THE NARROWS, NORTH",PUG3764,,,47.26533573,-122.5444392,0.98
13157,Tacoma Narrows,10/16/24,Wednesday,16:59:00,High,,408,13.4,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.98
13158,Tacoma Narrows,10/16/24,Wednesday,17:24:00, slack,0,,,"THE NARROWS, NORTH",PUG3765,,,47.26533573,-122.5444392,0.98
13159,Tacoma Narrows,10/16/24,Wednesday,20:48:00, ebb,-5.4,,,"THE NARROWS, NORTH",PUG3766,,,47.26533573,-122.5444392,0.98
13160,Tacoma Narrows,10/16/24,Wednesday,23:25:00,Low,,2,0.05,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.98
13196,Tacoma Narrows,10/17/24,Thursday,0:06:00, slack,0,,,"THE NARROWS, NORTH",PUG3767,,,47.26533573,-122.5444392,1
13197,Tacoma Narrows,10/17/24,Thursday,2:54:00, flood,5.4,,,"THE NARROWS, NORTH",PUG3768,,,47.26533573,-122.5444392,1
13198,Tacoma Narrows,10/17/24,Thursday,5:53:00,High,,376,12.34,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,1
13199,Tacoma Narrows,10/17/24,Thursday,6:00:00, slack,0,,,"THE NARROWS, NORTH",PUG3769,,,47.26533573,-122.5444392,1
13200,Tacoma Narrows,10/17/24,Thursday,8:54:00, ebb,-4.2,,,"THE NARROWS, NORTH",PUG3770,,,47.26533573,-122.5444392,1
13201,Tacoma Narrows,10/17/24,Thursday,11:34:00,Low,,98,3.21,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,1
13202,Tacoma Narrows,10/17/24,Thursday,12:06:00, slack,0,,,"THE NARROWS, NORTH",PUG3771,,,47.26533573,-122.5444392,1
13203,Tacoma Narrows,10/17/24,Thursday,14:54:00, flood,4.9,,,"THE NARROWS, NORTH",PUG3772,,,47.26533573,-122.5444392,1
13204,Tacoma Narrows,10/17/24,Thursday,17:29:00,High,,413,13.55,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,1
13205,Tacoma Narrows,10/17/24,Thursday,17:54:00, slack,0,,,"THE NARROWS, NORTH",PUG3773,,,47.26533573,-122.5444392,1
13206,Tacoma Narrows,10/17/24,Thursday,21:24:00, ebb,-5.9,,,"THE NARROWS, NORTH",PUG3774,,,47.26533573,-122.5444392,1
13242,Tacoma Narrows,10/18/24,Friday,0:05:00,Low,,-43,-1.41,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.99
13243,Tacoma Narrows,10/18/24,Friday,0:48:00, slack,0,,,"THE NARROWS, NORTH",PUG3775,,,47.26533573,-122.5444392,0.99
13244,Tacoma Narrows,10/18/24,Friday,3:42:00, flood,6,,,"THE NARROWS, NORTH",PUG3776,,,47.26533573,-122.5444392,0.99
13245,Tacoma Narrows,10/18/24,Friday,6:50:00,High,,393,12.89,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.99
13246,Tacoma Narrows,10/18/24,Friday,7:00:00, slack,0,,,"THE NARROWS, NORTH",PUG3777,,,47.26533573,-122.5444392,0.99
13247,Tacoma Narrows,10/18/24,Friday,9:48:00, ebb,-3.9,,,"THE NARROWS, NORTH",PUG3778,,,47.26533573,-122.5444392,0.99
13248,Tacoma Narrows,10/18/24,Friday,12:22:00,Low,,137,4.49,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.99
13249,Tacoma Narrows,10/18/24,Friday,13:00:00, slack,0,,,"THE NARROWS, NORTH",PUG3779,,,47.26533573,-122.5444392,0.99
13250,Tacoma Narrows,10/18/24,Friday,15:36:00, flood,4.4,,,"THE NARROWS, NORTH",PUG3780,,,47.26533573,-122.5444392,0.99
13251,Tacoma Narrows,10/18/24,Friday,18:02:00,High,,411,13.47,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.99
13252,Tacoma Narrows,10/18/24,Friday,18:24:00, slack,0,,,"THE NARROWS, NORTH",PUG3781,,,47.26533573,-122.5444392,0.99
13253,Tacoma Narrows,10/18/24,Friday,22:00:00, ebb,-6.1,,,"THE NARROWS, NORTH",PUG3782,,,47.26533573,-122.5444392,0.99
13289,Tacoma Narrows,10/19/24,Saturday,0:46:00,Low,,-73,-2.41,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.95
13290,Tacoma Narrows,10/19/24,Saturday,1:30:00, slack,0,,,"THE NARROWS, NORTH",PUG3783,,,47.26533573,-122.5444392,0.95
13291,Tacoma Narrows,10/19/24,Saturday,4:24:00, flood,6.3,,,"THE NARROWS, NORTH",PUG3784,,,47.26533573,-122.5444392,0.95
13292,Tacoma Narrows,10/19/24,Saturday,7:48:00,High,,402,13.2,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.95
13293,Tacoma Narrows,10/19/24,Saturday,8:00:00, slack,0,,,"THE NARROWS, NORTH",PUG3785,,,47.26533573,-122.5444392,0.95
13294,Tacoma Narrows,10/19/24,Saturday,10:42:00, ebb,-3.6,,,"THE NARROWS, NORTH",PUG3786,,,47.26533573,-122.5444392,0.95
13295,Tacoma Narrows,10/19/24,Saturday,13:13:00,Low,,174,5.72,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.95
13296,Tacoma Narrows,10/19/24,Saturday,13:48:00, slack,0,,,"THE NARROWS, NORTH",PUG3787,,,47.26533573,-122.5444392,0.95
13297,Tacoma Narrows,10/19/24,Saturday,16:18:00, flood,3.7,,,"THE NARROWS, NORTH",PUG3788,,,47.26533573,-122.5444392,0.95
13298,Tacoma Narrows,10/19/24,Saturday,18:37:00,High,,400,13.12,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.95
13299,Tacoma Narrows,10/19/24,Saturday,19:00:00, slack,0,,,"THE NARROWS, NORTH",PUG3789,,,47.26533573,-122.5444392,0.95
13300,Tacoma Narrows,10/19/24,Saturday,22:36:00, ebb,-5.9,,,"THE NARROWS, NORTH",PUG3790,,,47.26533573,-122.5444392,0.95
13336,Tacoma Narrows,10/20/24,Sunday,1:30:00,Low,,-86,-2.82,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.88
13337,Tacoma Narrows,10/20/24,Sunday,2:12:00, slack,0,,,"THE NARROWS, NORTH",PUG3791,,,47.26533573,-122.5444392,0.88
13338,Tacoma Narrows,10/20/24,Sunday,5:12:00, flood,6.2,,,"THE NARROWS, NORTH",PUG3792,,,47.26533573,-122.5444392,0.88
13339,Tacoma Narrows,10/20/24,Sunday,8:48:00,High,,404,13.25,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.88
13340,Tacoma Narrows,10/20/24,Sunday,8:54:00, slack,0,,,"THE NARROWS, NORTH",PUG3793,,,47.26533573,-122.5444392,0.88
13341,Tacoma Narrows,10/20/24,Sunday,11:36:00, ebb,-3.2,,,"THE NARROWS, NORTH",PUG3794,,,47.26533573,-122.5444392,0.88
13342,Tacoma Narrows,10/20/24,Sunday,14:07:00,Low,,206,6.76,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.88
13343,Tacoma Narrows,10/20/24,Sunday,14:48:00, slack,0,,,"THE NARROWS, NORTH",PUG3795,,,47.26533573,-122.5444392,0.88
13344,Tacoma Narrows,10/20/24,Sunday,17:06:00, flood,2.9,,,"THE NARROWS, NORTH",PUG3796,,,47.26533573,-122.5444392,0.88
13345,Tacoma Narrows,10/20/24,Sunday,19:16:00,High,,380,12.48,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.88
13346,Tacoma Narrows,10/20/24,Sunday,19:36:00, slack,0,,,"THE NARROWS, NORTH",PUG3797,,,47.26533573,-122.5444392,0.88
13347,Tacoma Narrows,10/20/24,Sunday,23:18:00, ebb,-5.5,,,"THE NARROWS, NORTH",PUG3798,,,47.26533573,-122.5444392,0.88
13382,Tacoma Narrows,10/21/24,Monday,2:16:00,Low,,-81,-2.65,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.8
13383,Tacoma Narrows,10/21/24,Monday,2:54:00, slack,0,,,"THE NARROWS, NORTH",PUG3799,,,47.26533573,-122.5444392,0.8
13384,Tacoma Narrows,10/21/24,Monday,6:00:00, flood,5.9,,,"THE NARROWS, NORTH",PUG3800,,,47.26533573,-122.5444392,0.8
13385,Tacoma Narrows,10/21/24,Monday,9:51:00,High,,399,13.08,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.8
13386,Tacoma Narrows,10/21/24,Monday,9:54:00, slack,0,,,"THE NARROWS, NORTH",PUG3801,,,47.26533573,-122.5444392,0.8
13387,Tacoma Narrows,10/21/24,Monday,12:36:00, ebb,-2.8,,,"THE NARROWS, NORTH",PUG3802,,,47.26533573,-122.5444392,0.8
13388,Tacoma Narrows,10/21/24,Monday,15:10:00,Low,,229,7.5,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.8
13389,Tacoma Narrows,10/21/24,Monday,15:48:00, slack,0,,,"THE NARROWS, NORTH",PUG3803,,,47.26533573,-122.5444392,0.8
13390,Tacoma Narrows,10/21/24,Monday,18:00:00, flood,2.2,,,"THE NARROWS, NORTH",PUG3804,,,47.26533573,-122.5444392,0.8
13391,Tacoma Narrows,10/21/24,Monday,19:59:00,High,,354,11.6,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.8
13392,Tacoma Narrows,10/21/24,Monday,20:24:00, slack,0,,,"THE NARROWS, NORTH",PUG3805,,,47.26533573,-122.5444392,0.8
13429,Tacoma Narrows,10/22/24,Tuesday,0:06:00, ebb,-4.8,,,"THE NARROWS, NORTH",PUG3806,,,47.26533573,-122.5444392,0.71
13430,Tacoma Narrows,10/22/24,Tuesday,3:05:00,Low,,-61,-1.99,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.71
13431,Tacoma Narrows,10/22/24,Tuesday,3:48:00, slack,0,,,"THE NARROWS, NORTH",PUG3807,,,47.26533573,-122.5444392,0.71
13432,Tacoma Narrows,10/22/24,Tuesday,6:54:00, flood,5.3,,,"THE NARROWS, NORTH",PUG3808,,,47.26533573,-122.5444392,0.71
13433,Tacoma Narrows,10/22/24,Tuesday,10:54:00, slack,0,,,"THE NARROWS, NORTH",PUG3809,,,47.26533573,-122.5444392,0.71
13434,Tacoma Narrows,10/22/24,Tuesday,10:59:00,High,,389,12.77,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.71
13435,Tacoma Narrows,10/22/24,Tuesday,13:42:00, ebb,-2.4,,,"THE NARROWS, NORTH",PUG3810,,,47.26533573,-122.5444392,0.71
13436,Tacoma Narrows,10/22/24,Tuesday,16:27:00,Low,,239,7.85,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.71
13437,Tacoma Narrows,10/22/24,Tuesday,17:00:00, slack,0,,,"THE NARROWS, NORTH",PUG3811,,,47.26533573,-122.5444392,0.71
13438,Tacoma Narrows,10/22/24,Tuesday,18:54:00, flood,1.6,,,"THE NARROWS, NORTH",PUG3812,,,47.26533573,-122.5444392,0.71
13439,Tacoma Narrows,10/22/24,Tuesday,20:51:00,High,,322,10.56,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.71
13440,Tacoma Narrows,10/22/24,Tuesday,21:18:00, slack,0,,,"THE NARROWS, NORTH",PUG3813,,,47.26533573,-122.5444392,0.71
13474,Tacoma Narrows,10/23/24,Wednesday,1:00:00, ebb,-4.1,,,"THE NARROWS, NORTH",PUG3814,,,47.26533573,-122.5444392,0.6
13475,Tacoma Narrows,10/23/24,Wednesday,3:59:00,Low,,-30,-1,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.6
13476,Tacoma Narrows,10/23/24,Wednesday,4:42:00, slack,0,,,"THE NARROWS, NORTH",PUG3815,,,47.26533573,-122.5444392,0.6
13477,Tacoma Narrows,10/23/24,Wednesday,7:54:00, flood,4.5,,,"THE NARROWS, NORTH",PUG3816,,,47.26533573,-122.5444392,0.6
13478,Tacoma Narrows,10/23/24,Wednesday,12:00:00, slack,0,,,"THE NARROWS, NORTH",PUG3817,,,47.26533573,-122.5444392,0.6
13479,Tacoma Narrows,10/23/24,Wednesday,12:13:00,High,,380,12.48,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.6
13480,Tacoma Narrows,10/23/24,Wednesday,15:12:00, ebb,-2.2,,,"THE NARROWS, NORTH",PUG3818,,,47.26533573,-122.5444392,0.6
13481,Tacoma Narrows,10/23/24,Wednesday,18:11:00,Low,,233,7.63,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.6
13482,Tacoma Narrows,10/23/24,Wednesday,18:12:00, slack,0,,,"THE NARROWS, NORTH",PUG3819,,,47.26533573,-122.5444392,0.6
13483,Tacoma Narrows,10/23/24,Wednesday,20:06:00, flood,1.2,,,"THE NARROWS, NORTH",PUG3820,,,47.26533573,-122.5444392,0.6
13484,Tacoma Narrows,10/23/24,Wednesday,21:59:00,High,,290,9.51,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.6
13485,Tacoma Narrows,10/23/24,Wednesday,22:24:00, slack,0,,,"THE NARROWS, NORTH",PUG3821,,,47.26533573,-122.5444392,0.6
13518,Tacoma Narrows,10/24/24,Thursday,2:12:00, ebb,-3.5,,,"THE NARROWS, NORTH",PUG3822,,,47.26533573,-122.5444392,0.5
13519,Tacoma Narrows,10/24/24,Thursday,5:00:00,Low,,3,0.1,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.5
13520,Tacoma Narrows,10/24/24,Thursday,5:48:00, slack,0,,,"THE NARROWS, NORTH",PUG3823,,,47.26533573,-122.5444392,0.5
13521,Tacoma Narrows,10/24/24,Thursday,9:12:00, flood,4,,,"THE NARROWS, NORTH",PUG3824,,,47.26533573,-122.5444392,0.5
13522,Tacoma Narrows,10/24/24,Thursday,13:12:00, slack,0,,,"THE NARROWS, NORTH",PUG3825,,,47.26533573,-122.5444392,0.5
13523,Tacoma Narrows,10/24/24,Thursday,13:25:00,High,,376,12.32,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.5
13524,Tacoma Narrows,10/24/24,Thursday,16:42:00, ebb,-2.3,,,"THE NARROWS, NORTH",PUG3826,,,47.26533573,-122.5444392,0.5
13525,Tacoma Narrows,10/24/24,Thursday,19:24:00, slack,0,,,"THE NARROWS, NORTH",PUG3827,,,47.26533573,-122.5444392,0.5
13526,Tacoma Narrows,10/24/24,Thursday,19:47:00,Low,,208,6.81,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.5
13527,Tacoma Narrows,10/24/24,Thursday,21:42:00, flood,1.2,,,"THE NARROWS, NORTH",PUG3828,,,47.26533573,-122.5444392,0.5
13528,Tacoma Narrows,10/24/24,Thursday,23:28:00,High,,265,8.71,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.5
13529,Tacoma Narrows,10/24/24,Thursday,23:48:00, slack,0,,,"THE NARROWS, NORTH",PUG3829,,,47.26533573,-122.5444392,0.5
13563,Tacoma Narrows,10/25/24,Friday,3:24:00, ebb,-3.2,,,"THE NARROWS, NORTH",PUG3830,,,47.26533573,-122.5444392,0.4
13564,Tacoma Narrows,10/25/24,Friday,6:08:00,Low,,33,1.09,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.4
13565,Tacoma Narrows,10/25/24,Friday,7:00:00, slack,0,,,"THE NARROWS, NORTH",PUG3831,,,47.26533573,-122.5444392,0.4
13566,Tacoma Narrows,10/25/24,Friday,10:30:00, flood,3.7,,,"THE NARROWS, NORTH",PUG3832,,,47.26533573,-122.5444392,0.4
13567,Tacoma Narrows,10/25/24,Friday,14:12:00, slack,0,,,"THE NARROWS, NORTH",PUG3833,,,47.26533573,-122.5444392,0.4
13568,Tacoma Narrows,10/25/24,Friday,14:23:00,High,,374,12.28,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.4
13569,Tacoma Narrows,10/25/24,Friday,17:42:00, ebb,-2.6,,,"THE NARROWS, NORTH",PUG3834,,,47.26533573,-122.5444392,0.4
13570,Tacoma Narrows,10/25/24,Friday,20:30:00, slack,0,,,"THE NARROWS, NORTH",PUG3835,,,47.26533573,-122.5444392,0.4
13571,Tacoma Narrows,10/25/24,Friday,20:48:00,Low,,175,5.74,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.4
13572,Tacoma Narrows,10/25/24,Friday,23:06:00, flood,1.6,,,"THE NARROWS, NORTH",PUG3836,,,47.26533573,-122.5444392,0.4
13608,Tacoma Narrows,10/26/24,Saturday,1:05:00,High,,258,8.46,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.31
13609,Tacoma Narrows,10/26/24,Saturday,1:12:00, slack,0,,,"THE NARROWS, NORTH",PUG3837,,,47.26533573,-122.5444392,0.31
13610,Tacoma Narrows,10/26/24,Saturday,4:48:00, ebb,-3.1,,,"THE NARROWS, NORTH",PUG3838,,,47.26533573,-122.5444392,0.31
13611,Tacoma Narrows,10/26/24,Saturday,7:19:00,Low,,57,1.87,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.31
13612,Tacoma Narrows,10/26/24,Saturday,8:06:00, slack,0,,,"THE NARROWS, NORTH",PUG3839,,,47.26533573,-122.5444392,0.31
13613,Tacoma Narrows,10/26/24,Saturday,11:42:00, flood,3.7,,,"THE NARROWS, NORTH",PUG3840,,,47.26533573,-122.5444392,0.31
13614,Tacoma Narrows,10/26/24,Saturday,15:06:00, slack,0,,,"THE NARROWS, NORTH",PUG3841,,,47.26533573,-122.5444392,0.31
13615,Tacoma Narrows,10/26/24,Saturday,15:07:00,High,,374,12.27,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.31
13616,Tacoma Narrows,10/26/24,Saturday,18:36:00, ebb,-3.1,,,"THE NARROWS, NORTH",PUG3842,,,47.26533573,-122.5444392,0.31
13617,Tacoma Narrows,10/26/24,Saturday,21:24:00, slack,0,,,"THE NARROWS, NORTH",PUG3843,,,47.26533573,-122.5444392,0.31
13618,Tacoma Narrows,10/26/24,Saturday,21:32:00,Low,,141,4.63,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.31
13653,Tacoma Narrows,10/27/24,Sunday,0:06:00, flood,2.2,,,"THE NARROWS, NORTH",PUG3844,,,47.26533573,-122.5444392,0.22
13654,Tacoma Narrows,10/27/24,Sunday,2:30:00, slack,0,,,"THE NARROWS, NORTH",PUG3845,,,47.26533573,-122.5444392,0.22
13655,Tacoma Narrows,10/27/24,Sunday,2:31:00,High,,266,8.73,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.22
13656,Tacoma Narrows,10/27/24,Sunday,5:54:00, ebb,-3.2,,,"THE NARROWS, NORTH",PUG3846,,,47.26533573,-122.5444392,0.22
13657,Tacoma Narrows,10/27/24,Sunday,8:24:00,Low,,76,2.5,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.22
13658,Tacoma Narrows,10/27/24,Sunday,9:00:00, slack,0,,,"THE NARROWS, NORTH",PUG3847,,,47.26533573,-122.5444392,0.22
13659,Tacoma Narrows,10/27/24,Sunday,12:30:00, flood,3.8,,,"THE NARROWS, NORTH",PUG3848,,,47.26533573,-122.5444392,0.22
13660,Tacoma Narrows,10/27/24,Sunday,15:39:00,High,,373,12.23,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.22
13661,Tacoma Narrows,10/27/24,Sunday,15:42:00, slack,0,,,"THE NARROWS, NORTH",PUG3849,,,47.26533573,-122.5444392,0.22
13662,Tacoma Narrows,10/27/24,Sunday,19:12:00, ebb,-3.5,,,"THE NARROWS, NORTH",PUG3850,,,47.26533573,-122.5444392,0.22
13663,Tacoma Narrows,10/27/24,Sunday,22:06:00, slack,0,,,"THE NARROWS, NORTH",PUG3851,,,47.26533573,-122.5444392,0.22
13664,Tacoma Narrows,10/27/24,Sunday,22:06:00,Low,,109,3.56,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.22
13700,Tacoma Narrows,10/28/24,Monday,1:00:00, flood,2.8,,,"THE NARROWS, NORTH",PUG3852,,,47.26533573,-122.5444392,0.15
13701,Tacoma Narrows,10/28/24,Monday,3:30:00, slack,0,,,"THE NARROWS, NORTH",PUG3853,,,47.26533573,-122.5444392,0.15
13702,Tacoma Narrows,10/28/24,Monday,3:41:00,High,,283,9.3,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.15
13703,Tacoma Narrows,10/28/24,Monday,6:42:00, ebb,-3.2,,,"THE NARROWS, NORTH",PUG3854,,,47.26533573,-122.5444392,0.15
13704,Tacoma Narrows,10/28/24,Monday,9:18:00,Low,,95,3.13,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.15
13705,Tacoma Narrows,10/28/24,Monday,9:48:00, slack,0,,,"THE NARROWS, NORTH",PUG3855,,,47.26533573,-122.5444392,0.15
13706,Tacoma Narrows,10/28/24,Monday,13:12:00, flood,3.9,,,"THE NARROWS, NORTH",PUG3856,,,47.26533573,-122.5444392,0.15
13707,Tacoma Narrows,10/28/24,Monday,16:02:00,High,,371,12.17,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.15
13708,Tacoma Narrows,10/28/24,Monday,16:12:00, slack,0,,,"THE NARROWS, NORTH",PUG3857,,,47.26533573,-122.5444392,0.15
13709,Tacoma Narrows,10/28/24,Monday,19:48:00, ebb,-4,,,"THE NARROWS, NORTH",PUG3858,,,47.26533573,-122.5444392,0.15
13710,Tacoma Narrows,10/28/24,Monday,22:33:00,Low,,77,2.54,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.15
13711,Tacoma Narrows,10/28/24,Monday,22:48:00, slack,0,,,"THE NARROWS, NORTH",PUG3859,,,47.26533573,-122.5444392,0.15
13746,Tacoma Narrows,10/29/24,Tuesday,1:42:00, flood,3.3,,,"THE NARROWS, NORTH",PUG3860,,,47.26533573,-122.5444392,0.09
13747,Tacoma Narrows,10/29/24,Tuesday,4:24:00, slack,0,,,"THE NARROWS, NORTH",PUG3861,,,47.26533573,-122.5444392,0.09
13748,Tacoma Narrows,10/29/24,Tuesday,4:37:00,High,,304,9.96,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.09
13749,Tacoma Narrows,10/29/24,Tuesday,7:30:00, ebb,-3.1,,,"THE NARROWS, NORTH",PUG3862,,,47.26533573,-122.5444392,0.09
13750,Tacoma Narrows,10/29/24,Tuesday,10:04:00,Low,,118,3.86,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.09
13751,Tacoma Narrows,10/29/24,Tuesday,10:30:00, slack,0,,,"THE NARROWS, NORTH",PUG3863,,,47.26533573,-122.5444392,0.09
13752,Tacoma Narrows,10/29/24,Tuesday,13:42:00, flood,3.8,,,"THE NARROWS, NORTH",PUG3864,,,47.26533573,-122.5444392,0.09
13753,Tacoma Narrows,10/29/24,Tuesday,16:21:00,High,,369,12.1,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.09
13754,Tacoma Narrows,10/29/24,Tuesday,16:42:00, slack,0,,,"THE NARROWS, NORTH",PUG3865,,,47.26533573,-122.5444392,0.09
13755,Tacoma Narrows,10/29/24,Tuesday,20:12:00, ebb,-4.3,,,"THE NARROWS, NORTH",PUG3866,,,47.26533573,-122.5444392,0.09
13756,Tacoma Narrows,10/29/24,Tuesday,22:57:00,Low,,48,1.58,,,TACOMA NARROWS BRIDGE,9446486,47.26533573,-122.5444392,0.09
13757,Tacoma Narrows,10/29/24,Tuesday,23:24:00, slack,0,,,"THE NARROWS, NORTH",PUG3867,,,47.26533573,-122.5444392,0.09
